,Pa1,Pa2,Pb2,Pb1,Va1
2021-08-06 08:00:36,40912.48,40912.49,40910.9,40912.47,0.266
2021-08-06 08:01:11,40864.63,40865.17,40864.33,40864.62,0.811
2021-08-06 08:01:46,40851.98,40851.99,40851.96,40851.97,1.572
2021-08-06 08:02:20,40806.69,40808.03,40806.67,40806.68,0.348
2021-08-06 08:02:54,40989.98,40989.99,40989.94,40989.97,1.357
2021-08-06 08:03:27,40999.88,41000.0,40999.86,40999.87,2.896
2021-08-06 08:04:01,40994.47,40994.59,40993.95,40994.46,0.868
2021-08-06 08:04:34,40940.32,40940.33,40940.0,40940.31,0.365
2021-08-06 08:05:08,40906.12,40906.82,40904.32,40906.11,0.622
2021-08-06 08:05:44,40840.7,40840.71,40840.55,40840.69,1.007
2021-08-06 08:06:17,40749.01,40749.16,40748.71,40749.0,0.2
2021-08-06 08:06:51,40726.55,40727.32,40726.5,40726.54,2.962
2021-08-06 08:07:24,40681.49,40682.06,40680.23,40681.48,2.164
2021-08-06 08:07:57,40716.87,40717.89,40716.4,40716.86,1.361
2021-08-06 08:08:31,40760.63,40762.51,40760.09,40760.62,0.15
2021-08-06 08:09:06,40795.62,40796.18,40795.6,40795.61,1.873
2021-08-06 08:09:41,40768.88,40769.38,40768.64,40768.87,0.663
2021-08-06 08:10:15,40717.86,40717.87,40717.79,40717.85,0.459
2021-08-06 08:10:50,40730.0,40730.21,40729.82,40729.99,0.584
2021-08-06 08:11:25,40719.16,40720.51,40719.14,40719.15,0.139
2021-08-06 08:12:00,40710.02,40710.51,40710.0,40710.01,1.585
2021-08-06 08:12:36,40775.95,40776.02,40775.92,40775.94,0.037
2021-08-06 08:13:10,40773.84,40776.93,40773.76,40773.83,0.838
2021-08-06 08:13:46,40795.0,40795.01,40793.69,40794.99,5.069
2021-08-06 08:14:22,40816.05,40816.34,40815.46,40815.47,0.009
2021-08-06 08:14:57,40768.16,40768.68,40767.21,40768.15,0.065
2021-08-06 08:15:32,40833.78,40833.89,40828.27,40828.28,0.449
2021-08-06 08:16:08,40844.94,40845.0,40844.92,40844.93,0.141
2021-08-06 08:16:45,40863.0,40863.03,40862.24,40862.99,0.117
2021-08-06 08:17:21,40855.48,40855.52,40855.34,40855.47,0.042
2021-08-06 08:17:57,40862.36,40863.54,40860.47,40862.35,3.893
2021-08-06 08:18:35,40881.92,40881.93,40881.6,40881.91,10.04
2021-08-06 08:19:11,40875.81,40876.56,40875.68,40875.8,0.043
2021-08-06 08:19:46,40853.07,40853.95,40853.05,40853.06,1.027
2021-08-06 08:20:22,40840.31,40841.3,40840.28,40840.3,0.036
2021-08-06 08:20:59,40855.45,40856.04,40854.66,40855.44,0.507
2021-08-06 08:21:32,40856.61,40856.64,40854.4,40856.6,6.989
2021-08-06 08:22:07,40759.07,40759.36,40757.84,40759.06,0.177
2021-08-06 08:22:40,40787.12,40789.55,40786.39,40787.11,0.614
2021-08-06 08:23:16,40731.01,40731.08,40730.88,40731.0,0.672
2021-08-06 08:23:51,40721.37,40721.39,40720.25,40720.31,0.055
2021-08-06 08:24:24,40606.0,40606.1,40605.98,40605.99,0.042
2021-08-06 08:24:58,40665.23,40665.54,40663.42,40665.22,0.786
2021-08-06 08:25:32,40561.92,40562.33,40560.55,40561.91,0.954
2021-08-06 08:26:04,40537.55,40538.07,40536.93,40537.54,0.202
2021-08-06 08:26:37,40516.56,40516.86,40515.81,40515.82,0.18
2021-08-06 08:27:12,40547.62,40547.7,40547.6,40547.61,0.275
2021-08-06 08:27:45,40488.27,40488.28,40487.29,40487.3,0.15
2021-08-06 08:28:18,40447.48,40447.65,40447.21,40447.47,1.425
2021-08-06 08:28:52,40498.57,40498.61,40498.55,40498.56,0.802
2021-08-06 08:29:27,40496.67,40498.32,40495.41,40496.66,0.236
2021-08-06 08:30:02,40511.18,40511.49,40511.09,40511.1,1.863
2021-08-06 08:30:36,40458.2,40458.21,40457.99,40458.0,0.061
2021-08-06 08:31:10,40480.09,40480.1,40480.0,40480.08,0.53
2021-08-06 08:31:46,40529.32,40529.92,40529.3,40529.31,3.112
2021-08-06 08:32:20,40547.13,40548.62,40545.97,40547.12,0.518
2021-08-06 08:32:54,40504.22,40504.28,40501.73,40504.21,3.014
2021-08-06 08:33:29,40570.03,40571.23,40569.58,40570.02,1.252
2021-08-06 08:34:03,40567.97,40569.48,40567.0,40567.96,2.053
2021-08-06 08:34:36,40581.42,40581.43,40580.01,40581.41,4.446
2021-08-06 08:35:12,40592.08,40592.8,40590.76,40592.07,0.826
2021-08-06 08:35:47,40619.66,40619.67,40619.39,40619.65,0.01
2021-08-06 08:36:22,40625.19,40625.2,40625.01,40625.18,0.003
2021-08-06 08:36:56,40626.1,40626.52,40626.0,40626.09,0.125
2021-08-06 08:37:27,40624.06,40624.16,40623.31,40624.05,2.417
2021-08-06 08:38:01,40638.46,40638.49,40638.44,40638.45,0.078
2021-08-06 08:38:31,40629.44,40629.54,40628.75,40629.43,0.049
2021-08-06 08:39:03,40653.56,40653.72,40653.54,40653.55,0.026
2021-08-06 08:39:33,40629.34,40629.63,40628.72,40629.33,9.327
2021-08-06 08:40:03,40582.03,40582.04,40581.27,40582.02,0.359
2021-08-06 08:40:38,40581.0,40581.18,40579.94,40579.96,0.433
2021-08-06 08:41:12,40584.95,40585.88,40584.6,40584.84,0.211
2021-08-06 08:41:44,40564.06,40564.77,40563.0,40564.05,0.001
2021-08-06 08:42:17,40574.3,40574.57,40573.61,40574.29,0.581
2021-08-06 08:42:51,40590.01,40590.03,40589.99,40590.0,3.407
2021-08-06 08:43:25,40564.67,40567.02,40564.32,40564.33,0.242
2021-08-06 08:43:58,40568.47,40570.22,40567.93,40568.46,0.398
2021-08-06 08:44:28,40572.13,40573.0,40571.07,40572.12,0.426
2021-08-06 08:45:01,40491.87,40492.05,40489.52,40489.97,0.015
2021-08-06 08:45:36,40466.41,40467.26,40466.17,40466.4,0.001
2021-08-06 08:46:11,40528.22,40531.36,40527.86,40528.21,0.095
2021-08-06 08:46:45,40419.94,40420.0,40419.57,40419.93,0.1
2021-08-06 08:47:20,40438.29,40438.91,40437.5,40438.28,1.213
2021-08-06 08:47:53,40369.9,40369.99,40369.35,40369.36,0.003
2021-08-06 08:48:26,40299.96,40299.99,40299.33,40299.95,0.107
2021-08-06 08:48:59,40288.85,40288.86,40286.86,40286.87,0.054
2021-08-06 08:49:34,40277.93,40279.16,40276.03,40277.92,3.658
2021-08-06 08:50:06,40262.24,40262.39,40261.91,40262.23,0.073
2021-08-06 08:50:40,40172.9,40172.91,40172.32,40172.89,1.713
2021-08-06 08:51:13,40198.8,40199.29,40198.42,40198.79,3.147
2021-08-06 08:51:47,40218.01,40218.02,40216.83,40218.0,0.711
2021-08-06 08:52:23,40236.88,40237.72,40236.45,40236.48,0.028
2021-08-06 08:52:55,40255.68,40255.77,40255.65,40255.67,1.419
2021-08-06 08:53:26,40226.61,40226.8,40226.41,40226.6,0.325
2021-08-06 08:54:05,40139.45,40139.6,40139.42,40139.44,0.868
2021-08-06 08:54:43,40060.74,40062.34,40060.72,40060.73,0.278
2021-08-06 08:55:15,40109.15,40109.16,40109.12,40109.14,4.003
2021-08-06 08:55:49,40110.0,40110.87,40108.36,40109.99,0.421
2021-08-06 08:56:24,40130.0,40131.0,40129.98,40129.99,2.758
2021-08-06 08:56:59,40125.41,40125.62,40124.0,40125.4,0.907
2021-08-06 08:57:34,40036.19,40037.0,40035.24,40036.18,0.697
2021-08-06 08:58:08,40019.78,40020.0,40019.33,40019.77,0.001
2021-08-06 08:58:41,40017.99,40018.01,40017.44,40017.98,0.343
2021-08-06 08:59:15,40026.25,40026.26,40026.0,40026.24,6.532
2021-08-06 08:59:50,40064.94,40064.95,40063.82,40064.93,0.42
2021-08-06 09:00:24,40125.58,40125.95,40125.52,40125.57,3.857
2021-08-06 09:00:58,40091.01,40091.22,40089.61,40091.0,1.085
2021-08-06 09:01:32,40133.08,40133.36,40132.86,40132.87,0.15
2021-08-06 09:02:06,40208.81,40208.95,40208.46,40208.8,0.054
2021-08-06 09:02:39,40239.95,40240.0,40238.9,40238.91,0.105
2021-08-06 09:03:13,40220.01,40221.22,40219.51,40220.0,0.22
2021-08-06 09:03:47,40194.0,40194.11,40193.98,40193.99,2.005
2021-08-06 09:04:22,40193.03,40193.11,40192.97,40193.02,2.267
2021-08-06 09:04:55,40172.68,40172.69,40171.94,40172.67,0.05
2021-08-06 09:05:28,40140.3,40140.55,40140.06,40140.29,1.387
2021-08-06 09:06:03,40195.81,40196.21,40195.6,40195.8,5.182
2021-08-06 09:06:38,40212.95,40213.59,40212.69,40212.94,0.042
2021-08-06 09:07:12,40206.82,40207.22,40206.34,40206.81,0.933
2021-08-06 09:07:47,40233.12,40233.21,40232.35,40233.11,2.487
2021-08-06 09:08:22,40189.79,40190.38,40189.64,40189.78,0.022
2021-08-06 09:08:55,40197.41,40199.13,40197.18,40197.4,0.542
2021-08-06 09:09:29,40184.73,40185.3,40184.58,40184.72,0.311
2021-08-06 09:10:02,40184.24,40184.26,40182.61,40184.23,0.095
2021-08-06 09:10:36,40158.81,40159.08,40157.96,40158.8,0.544
2021-08-06 09:11:08,40151.99,40152.0,40151.47,40151.98,2.327
2021-08-06 09:11:41,40145.87,40146.0,40145.47,40145.86,0.749
2021-08-06 09:12:14,40129.65,40130.28,40129.54,40129.64,0.063
2021-08-06 09:12:47,40126.92,40128.93,40126.2,40126.91,2.721
2021-08-06 09:13:21,40071.86,40071.87,40069.89,40070.1,0.606
2021-08-06 09:13:55,39989.04,39989.72,39988.0,39988.56,0.01
2021-08-06 09:14:28,40004.0,40005.21,40003.98,40003.99,0.121
2021-08-06 09:15:00,39980.75,39980.77,39980.61,39980.74,0.237
2021-08-06 09:15:34,39985.14,39985.55,39985.12,39985.13,3.311
2021-08-06 09:16:08,39954.33,39955.0,39951.59,39952.08,0.089
2021-08-06 09:16:41,40003.43,40004.0,40002.39,40002.58,0.002
2021-08-06 09:17:15,40039.68,40040.17,40038.32,40039.67,0.147
2021-08-06 09:17:50,40066.5,40066.51,40065.45,40066.49,2.354
2021-08-06 09:18:24,40099.47,40099.9,40097.59,40099.46,0.676
2021-08-06 09:18:57,40113.51,40116.2,40113.49,40113.5,2.001
2021-08-06 09:19:33,40135.52,40136.07,40135.08,40135.51,5.165
2021-08-06 09:20:07,40079.68,40079.69,40078.01,40079.67,0.25
2021-08-06 09:20:43,40140.15,40140.16,40139.89,40140.14,1.952
2021-08-06 09:21:19,40165.47,40165.78,40165.0,40165.46,0.806
2021-08-06 09:21:51,40159.47,40159.56,40158.35,40159.46,7.435
2021-08-06 09:22:26,40150.81,40151.94,40150.11,40150.8,0.05
2021-08-06 09:22:59,40160.8,40161.79,40160.78,40160.79,0.755
2021-08-06 09:23:34,40153.02,40154.12,40152.88,40153.01,0.01
2021-08-06 09:24:08,40150.86,40152.98,40150.47,40150.85,0.523
2021-08-06 09:24:41,40124.11,40124.12,40123.86,40124.1,0.017
2021-08-06 09:25:16,40159.37,40161.8,40159.23,40159.36,0.585
2021-08-06 09:25:53,40191.63,40191.64,40191.0,40191.62,0.363
2021-08-06 09:26:28,40180.5,40182.03,40179.98,40179.99,0.002
2021-08-06 09:26:59,40165.77,40166.14,40165.1,40165.76,0.001
2021-08-06 09:27:36,40155.81,40156.91,40154.59,40155.8,0.167
2021-08-06 09:28:13,40168.5,40169.0,40167.0,40168.49,0.588
2021-08-06 09:28:43,40128.74,40129.81,40128.67,40128.73,0.734
2021-08-06 09:29:18,40112.06,40114.04,40110.83,40112.05,0.009
2021-08-06 09:29:53,40100.0,40100.44,40099.98,40099.99,2.48
2021-08-06 09:30:29,40102.94,40103.0,40102.92,40102.93,0.179
2021-08-06 09:31:06,40173.78,40173.93,40173.12,40173.77,5.158
2021-08-06 09:31:40,40168.22,40168.47,40167.55,40168.21,0.038
2021-08-06 09:32:07,40180.54,40180.67,40180.5,40180.53,2.933
2021-08-06 09:32:40,40199.98,40199.99,40198.75,40199.97,1.349
2021-08-06 09:33:13,40208.17,40208.31,40208.13,40208.16,0.426
2021-08-06 09:33:46,40236.13,40236.29,40235.8,40236.12,0.763
2021-08-06 09:34:20,40283.97,40284.04,40283.94,40283.96,0.175
2021-08-06 09:34:53,40319.88,40321.33,40319.86,40319.87,0.196
2021-08-06 09:35:26,40477.91,40479.88,40477.4,40477.9,7.189
2021-08-06 09:35:59,40475.79,40475.8,40475.5,40475.78,0.232
2021-08-06 09:36:32,40424.24,40424.25,40423.0,40424.23,0.563
2021-08-06 09:37:06,40388.27,40388.34,40388.05,40388.26,1.824
2021-08-06 09:37:42,40395.86,40395.88,40395.68,40395.85,1.552
2021-08-06 09:38:13,40417.9,40417.91,40416.07,40417.89,0.865
2021-08-06 09:38:48,40363.12,40365.49,40362.42,40363.11,0.039
2021-08-06 09:39:22,40383.86,40384.24,40383.59,40383.6,0.251
2021-08-06 09:39:55,40365.3,40365.62,40362.95,40365.29,2.904
2021-08-06 09:40:26,40336.19,40336.2,40336.17,40336.18,0.34
2021-08-06 09:41:01,40319.01,40319.16,40318.81,40319.0,1.112
2021-08-06 09:41:36,40320.0,40320.04,40316.71,40319.99,2.031
2021-08-06 09:42:09,40309.61,40309.73,40309.0,40309.6,7.58
2021-08-06 09:42:42,40349.99,40350.0,40349.95,40349.98,0.066
2021-08-06 09:43:17,40344.59,40345.3,40342.32,40344.58,7.078
2021-08-06 09:43:49,40315.55,40316.15,40314.6,40314.93,0.062
2021-08-06 09:44:21,40325.93,40327.83,40325.51,40325.92,0.274
2021-08-06 09:44:51,40338.98,40339.02,40338.07,40338.97,0.948
2021-08-06 09:45:24,40321.24,40322.32,40321.22,40321.23,4.135
2021-08-06 09:45:56,40331.9,40331.93,40330.17,40331.89,2.586
2021-08-06 09:46:30,40320.74,40321.7,40320.0,40320.73,2.878
2021-08-06 09:46:59,40349.0,40349.1,40348.98,40348.99,1.132
2021-08-06 09:47:33,40488.49,40488.51,40488.26,40488.48,0.05
2021-08-06 09:48:07,40444.81,40445.62,40442.91,40444.8,0.064
2021-08-06 09:48:41,40497.96,40498.5,40497.94,40497.95,0.538
2021-08-06 09:49:14,40488.88,40489.92,40487.87,40488.87,0.425
2021-08-06 09:49:47,40578.88,40579.08,40578.03,40578.87,0.768
2021-08-06 09:50:21,40536.59,40537.03,40532.68,40536.58,0.3
2021-08-06 09:50:53,40559.15,40559.16,40558.88,40559.14,0.06
2021-08-06 09:51:27,40688.26,40689.0,40687.34,40687.89,0.01
2021-08-06 09:52:00,40656.21,40656.23,40655.05,40656.2,2.837
2021-08-06 09:52:34,40613.54,40613.55,40612.45,40613.53,0.478
2021-08-06 09:53:08,40710.97,40711.67,40710.22,40710.96,2.447
2021-08-06 09:53:42,40678.96,40679.69,40678.79,40678.95,1.82
2021-08-06 09:54:16,40646.0,40646.06,40641.6,40645.99,0.415
2021-08-06 09:54:51,40638.63,40638.7,40637.0,40638.62,2.826
2021-08-06 09:55:24,40626.02,40626.19,40623.86,40626.01,3.001
2021-08-06 09:56:00,40590.2,40590.48,40589.05,40589.94,0.036
2021-08-06 09:56:34,40604.06,40604.41,40601.62,40604.05,0.332
2021-08-06 09:57:00,40632.98,40632.99,40630.78,40632.97,5.332
2021-08-06 09:57:33,40605.18,40605.62,40603.7,40605.17,0.151
2021-08-06 09:58:01,40624.95,40626.18,40623.54,40624.94,0.857
2021-08-06 09:58:37,40620.36,40623.51,40619.97,40620.35,0.013
2021-08-06 09:59:07,40597.0,40597.01,40595.56,40596.52,0.129
2021-08-06 09:59:41,40600.01,40600.8,40599.99,40600.0,1.436
2021-08-06 10:00:09,40600.06,40600.9,40600.04,40600.05,0.36
2021-08-06 10:00:46,40564.06,40565.58,40564.04,40564.05,0.061
2021-08-06 10:01:20,40552.96,40552.97,40552.82,40552.95,0.382
2021-08-06 10:01:54,40553.25,40553.7,40551.81,40553.24,0.213
2021-08-06 10:02:28,40555.35,40555.69,40554.57,40555.34,0.059
2021-08-06 10:03:01,40542.31,40543.25,40541.8,40542.3,0.06
2021-08-06 10:03:33,40557.99,40558.0,40556.64,40557.98,0.101
2021-08-06 10:04:05,40553.13,40554.9,40553.1,40553.12,0.092
2021-08-06 10:04:35,40581.16,40582.38,40580.0,40581.15,0.663
2021-08-06 10:05:10,40617.84,40617.85,40617.12,40617.81,0.892
2021-08-06 10:05:45,40645.58,40645.94,40643.01,40644.32,0.348
2021-08-06 10:06:18,40632.01,40633.99,40630.69,40632.0,2.403
2021-08-06 10:06:49,40629.99,40630.0,40629.74,40629.98,0.015
2021-08-06 10:07:21,40587.56,40588.66,40587.0,40587.55,0.003
2021-08-06 10:07:54,40532.64,40532.65,40530.89,40531.0,0.04
2021-08-06 10:08:30,40533.28,40533.95,40531.41,40533.27,7.375
2021-08-06 10:09:02,40529.99,40530.0,40528.91,40529.98,0.019
2021-08-06 10:09:35,40531.61,40531.62,40530.32,40531.6,0.421
2021-08-06 10:10:07,40531.74,40533.51,40530.01,40530.24,0.001
2021-08-06 10:10:35,40508.26,40508.54,40508.2,40508.25,0.05
2021-08-06 10:11:07,40467.38,40467.53,40467.36,40467.37,3.433
2021-08-06 10:11:38,40497.99,40498.0,40496.5,40497.98,0.164
2021-08-06 10:12:10,40460.91,40462.23,40460.87,40460.9,1.283
2021-08-06 10:12:45,40454.17,40454.18,40453.78,40454.16,1.562
2021-08-06 10:13:20,40422.48,40423.51,40422.46,40422.47,0.207
2021-08-06 10:13:49,40414.99,40415.0,40414.92,40414.98,0.063
2021-08-06 10:14:22,40408.01,40408.39,40407.0,40408.0,1.158
2021-08-06 10:14:51,40416.01,40416.16,40415.99,40416.0,10.981
2021-08-06 10:15:23,40350.01,40350.99,40349.93,40350.0,0.411
2021-08-06 10:15:58,40297.06,40297.07,40295.12,40295.13,0.025
2021-08-06 10:16:33,40278.31,40278.36,40277.71,40278.3,1.27
2021-08-06 10:17:06,40277.09,40278.0,40277.02,40277.08,2.27
2021-08-06 10:17:40,40317.71,40317.83,40317.69,40317.7,0.17
2021-08-06 10:18:12,40339.54,40339.55,40339.47,40339.53,0.004
2021-08-06 10:18:48,40360.35,40360.65,40359.98,40359.99,2.878
2021-08-06 10:19:23,40336.73,40336.79,40336.67,40336.72,0.088
2021-08-06 10:19:57,40234.05,40235.27,40233.77,40234.04,2.427
2021-08-06 10:20:32,40224.99,40226.18,40224.68,40224.98,0.078
2021-08-06 10:21:08,40293.05,40293.13,40292.9,40293.04,0.041
2021-08-06 10:21:41,40331.0,40331.19,40330.98,40330.99,15.863
2021-08-06 10:22:19,40326.03,40327.76,40326.01,40326.02,0.198
2021-08-06 10:22:53,40339.15,40339.23,40339.11,40339.14,3.504
2021-08-06 10:23:28,40312.35,40312.36,40310.65,40312.34,0.99
2021-08-06 10:24:05,40311.0,40311.94,40310.8,40310.99,1.68
2021-08-06 10:24:43,40284.82,40284.92,40283.8,40284.81,0.539
2021-08-06 10:25:18,40288.93,40288.96,40288.83,40288.92,0.003
2021-08-06 10:25:54,40297.7,40297.76,40297.56,40297.69,1.719
2021-08-06 10:26:30,40315.99,40316.7,40315.76,40315.98,4.39
2021-08-06 10:27:00,40327.59,40329.19,40327.48,40327.58,0.91
2021-08-06 10:27:35,40365.01,40366.45,40364.73,40365.0,2.225
2021-08-06 10:28:10,40364.34,40364.99,40364.0,40364.33,0.396
2021-08-06 10:28:42,40380.0,40380.37,40379.97,40379.99,4.024
2021-08-06 10:29:17,40465.59,40466.08,40464.78,40464.86,0.038
2021-08-06 10:29:50,40493.0,40494.4,40491.87,40492.99,1.018
2021-08-06 10:30:22,40567.43,40568.31,40565.78,40567.11,0.874
2021-08-06 10:30:55,40634.0,40634.12,40633.18,40633.99,4.994
2021-08-06 10:31:28,40610.43,40610.71,40610.4,40610.42,0.634
2021-08-06 10:32:01,40570.88,40570.94,40570.69,40570.87,2.799
2021-08-06 10:32:36,40522.2,40522.49,40520.92,40522.19,10.973
2021-08-06 10:33:10,40467.84,40469.61,40467.64,40467.83,0.077
2021-08-06 10:33:45,40425.2,40425.35,40424.55,40425.0,0.038
2021-08-06 10:34:20,40404.14,40404.71,40403.01,40404.13,2.784
2021-08-06 10:34:50,40385.65,40386.42,40385.62,40385.64,0.061
2021-08-06 10:35:22,40388.89,40388.9,40388.01,40388.88,0.002
2021-08-06 10:35:56,40355.13,40356.21,40353.03,40355.12,0.296
2021-08-06 10:36:25,40360.42,40360.43,40358.24,40358.79,0.038
2021-08-06 10:36:58,40337.18,40337.24,40336.98,40337.17,0.347
2021-08-06 10:37:33,40311.74,40312.03,40311.45,40311.73,0.397
2021-08-06 10:38:09,40344.85,40345.73,40344.46,40344.84,0.65
2021-08-06 10:38:45,40393.03,40393.19,40392.27,40393.02,0.47
2021-08-06 10:39:20,40355.29,40355.58,40354.2,40355.28,0.32
2021-08-06 10:39:54,40392.99,40393.0,40392.94,40392.98,0.826
2021-08-06 10:40:30,40293.12,40293.78,40292.01,40293.11,0.042
2021-08-06 10:41:04,40304.73,40306.55,40304.1,40304.72,0.24
2021-08-06 10:41:42,40307.73,40309.01,40307.68,40307.72,0.056
2021-08-06 10:42:18,40326.86,40328.22,40326.53,40326.85,0.001
2021-08-06 10:42:55,40316.74,40317.09,40316.15,40316.73,0.841
2021-08-06 10:43:30,40319.81,40319.83,40318.4,40319.8,1.367
2021-08-06 10:44:05,40267.33,40267.34,40266.99,40267.32,0.788
2021-08-06 10:44:41,40302.71,40303.51,40301.87,40302.7,7.82
2021-08-06 10:45:19,40286.0,40287.09,40285.89,40285.99,2.192
2021-08-06 10:45:55,40292.72,40292.74,40291.03,40292.71,0.374
2021-08-06 10:46:30,40348.42,40348.5,40348.4,40348.41,7.34
2021-08-06 10:47:07,40311.84,40312.98,40311.8,40311.83,0.229
2021-08-06 10:47:44,40335.76,40337.55,40335.74,40335.75,0.002
2021-08-06 10:48:20,40360.0,40360.14,40359.93,40359.99,1.39
2021-08-06 10:48:52,40359.31,40360.81,40358.87,40359.3,0.1
2021-08-06 10:49:22,40360.37,40362.45,40360.0,40360.36,2.233
2021-08-06 10:49:57,40301.4,40301.66,40299.24,40301.39,0.794
2021-08-06 10:50:32,40250.01,40250.03,40249.99,40250.0,1.232
2021-08-06 10:51:07,40302.51,40302.57,40302.39,40302.5,0.038
2021-08-06 10:51:44,40368.45,40368.58,40367.93,40368.44,0.61
2021-08-06 10:52:21,40379.04,40379.89,40378.76,40379.03,0.043
2021-08-06 10:52:58,40350.86,40351.44,40350.84,40350.85,1.673
2021-08-06 10:53:35,40358.04,40358.45,40357.64,40358.03,1.531
2021-08-06 10:54:10,40359.86,40359.87,40358.76,40359.85,0.491
2021-08-06 10:54:48,40315.26,40316.22,40315.03,40315.25,0.935
2021-08-06 10:55:27,40327.58,40328.06,40326.22,40327.57,0.176
2021-08-06 10:56:00,40326.28,40327.73,40326.26,40326.27,0.525
2021-08-06 10:56:34,40373.86,40373.89,40373.14,40373.85,1.039
2021-08-06 10:57:10,40387.27,40387.31,40386.64,40387.26,1.507
2021-08-06 10:57:45,40421.49,40421.96,40420.29,40421.48,0.234
2021-08-06 10:58:19,40398.84,40398.96,40398.39,40398.83,0.189
2021-08-06 10:58:56,40372.11,40372.12,40372.02,40372.1,0.073
2021-08-06 10:59:31,40378.79,40379.51,40377.86,40378.78,7.016
2021-08-06 11:00:09,40315.69,40315.88,40315.6,40315.68,0.487
2021-08-06 11:00:45,40285.3,40285.34,40285.28,40285.29,0.325
2021-08-06 11:01:20,40375.01,40375.22,40374.99,40375.0,0.514
2021-08-06 11:01:57,40401.04,40402.65,40400.81,40401.03,0.045
2021-08-06 11:02:32,40390.73,40391.78,40390.69,40390.72,0.06
2021-08-06 11:03:08,40442.5,40442.95,40441.39,40441.4,1.072
2021-08-06 11:03:44,40463.83,40464.0,40461.88,40463.82,0.295
2021-08-06 11:04:20,40454.25,40456.47,40453.91,40454.24,0.006
2021-08-06 11:04:57,40450.05,40451.78,40450.01,40450.04,0.794
2021-08-06 11:05:31,40486.65,40486.78,40486.62,40486.64,7.925
2021-08-06 11:06:08,40478.7,40480.0,40478.59,40478.69,0.001
2021-08-06 11:06:40,40516.49,40517.15,40516.47,40516.48,0.772
2021-08-06 11:07:12,40510.27,40512.04,40510.23,40510.26,0.216
2021-08-06 11:07:44,40500.01,40501.03,40499.41,40500.0,0.591
2021-08-06 11:08:18,40493.52,40494.09,40493.5,40493.51,0.325
2021-08-06 11:08:52,40491.3,40491.32,40490.44,40491.29,0.918
2021-08-06 11:09:27,40491.48,40491.97,40491.46,40491.47,0.189
2021-08-06 11:10:03,40510.38,40512.5,40510.23,40510.37,7.654
2021-08-06 11:10:39,40491.11,40491.51,40491.09,40491.1,0.083
2021-08-06 11:11:16,40501.78,40505.3,40501.15,40501.77,1.666
2021-08-06 11:11:48,40505.4,40505.83,40505.38,40505.39,0.073
2021-08-06 11:12:21,40490.41,40491.55,40489.26,40490.4,5.358
2021-08-06 11:12:58,40493.9,40494.22,40491.95,40493.89,0.987
2021-08-06 11:13:33,40493.88,40494.07,40493.86,40493.87,0.043
2021-08-06 11:14:05,40491.85,40492.76,40491.83,40491.84,1.881
2021-08-06 11:14:42,40430.0,40430.93,40429.59,40429.99,0.23
2021-08-06 11:15:19,40462.16,40463.39,40459.72,40462.15,2.579
2021-08-06 11:15:55,40452.58,40452.82,40451.97,40452.57,1.278
2021-08-06 11:16:34,40486.0,40486.58,40484.69,40485.99,5.516
2021-08-06 11:17:16,40491.84,40491.85,40491.82,40491.83,37.47
2021-08-06 11:17:51,40591.11,40591.62,40590.43,40591.1,0.16
2021-08-06 11:18:25,40584.84,40585.0,40583.54,40584.83,1.333
2021-08-06 11:19:00,40568.71,40569.5,40568.69,40568.7,0.044
2021-08-06 11:19:34,40597.68,40597.77,40597.64,40597.67,0.32
2021-08-06 11:20:09,40581.02,40581.42,40580.2,40581.01,0.74
2021-08-06 11:20:45,40580.0,40581.05,40579.89,40579.99,1.722
2021-08-06 11:21:22,40561.13,40561.96,40560.87,40561.12,0.047
2021-08-06 11:21:57,40566.85,40567.65,40566.82,40566.84,1.044
2021-08-06 11:22:35,40541.44,40543.11,40540.11,40541.43,0.992
2021-08-06 11:23:06,40555.04,40555.98,40554.17,40555.03,1.358
2021-08-06 11:23:41,40515.2,40515.22,40515.16,40515.19,0.038
2021-08-06 11:24:14,40513.75,40513.99,40513.19,40513.74,2.441
2021-08-06 11:24:51,40527.76,40528.03,40526.84,40527.75,0.368
2021-08-06 11:25:30,40484.73,40484.75,40484.7,40484.72,0.53
2021-08-06 11:26:05,40477.38,40478.11,40476.49,40476.72,2.0
2021-08-06 11:26:41,40473.06,40473.14,40473.04,40473.05,16.005
2021-08-06 11:27:14,40459.36,40459.42,40459.0,40459.35,5.417
2021-08-06 11:27:49,40461.14,40461.91,40461.0,40461.13,0.159
2021-08-06 11:28:19,40420.11,40421.12,40420.02,40420.1,1.519
2021-08-06 11:28:55,40389.74,40389.81,40388.93,40389.66,0.003
2021-08-06 11:29:30,40379.5,40380.64,40379.48,40379.49,0.621
2021-08-06 11:30:05,40336.03,40337.55,40335.7,40335.77,0.15
2021-08-06 11:30:40,40382.03,40382.63,40381.7,40381.85,0.043
2021-08-06 11:31:16,40369.61,40369.62,40369.3,40369.6,3.9
2021-08-06 11:31:52,40361.17,40361.18,40360.21,40361.16,0.843
2021-08-06 11:32:28,40370.27,40372.13,40370.0,40370.26,2.176
2021-08-06 11:33:06,40387.65,40387.66,40386.57,40387.64,0.583
2021-08-06 11:33:44,40393.49,40394.6,40393.37,40393.48,1.031
2021-08-06 11:34:21,40400.89,40400.9,40399.99,40400.88,0.134
2021-08-06 11:34:52,40407.31,40408.14,40406.14,40407.3,0.017
